"가격","제조사","종류","주행거리","변속기","연료형태","색상","사고여부","연식개월","차주변경"
700,"현대","중형차",123006,"오토","LPG","검정색","Y",98,1
799,"현대","중형차",146146,"오토","가솔린","검정색","N",93,0
1430,"기아","중형차",85520,"오토","디젤","흰색","N",79,0
539,"기아","중형차",186000,"오토","LPG","은색","N",108,1
580,"현대","중형차",207371,"오토","LPG","은색","N",95,2
1740,"현대","중형차",73156,"오토","LPG","은회색","N",56,4
1590,"현대","중형차",83553,"오토","LPG","쥐색","N",63,0
860,"현대","중형차",127864,"오토","LPG","흰색","N",91,1
670,"현대","중형차",77717,"오토","LPG","은색","N",127,1
2630,"기아","중형차",34448,"오토","가솔린","검정색","N",30,1
290,"현대","중형차",114557,"오토","가솔린","은색","Y",185,3
1265,"현대","중형차",112708,"오토","가솔린","검정색","N",99,3
1350,"현대","중형차",73339,"오토","가솔린","은회색","N",82,3
1550,"기아","중형차",77788,"오토","LPG","흰색","N",51,4
980,"현대","중형차",136385,"오토","가솔린","쥐색","Y",90,0
399,"현대","중형차",227130,"오토","가솔린","은색","N",142,4
1380,"기아","중형차",37339,"오토","가솔린","은회색","N",92,2
870,"기아","중형차",147141,"오토","디젤","흰색","N",80,0
1190,"현대","중형차",124834,"오토","LPG","흰색","N",86,2
2750,"기아","중형차",43958,"오토","가솔린","흰색","N",28,1
2750,"기아","중형차",47083,"오토","LPG","흰색","N",27,1
1370,"현대","중형차",114178,"오토","LPG","은색","N",53,1
709,"기아","중형차",104293,"오토","가솔린","은회색","N",122,2
549,"현대","중형차",160100,"오토","가솔린","쥐색","N",123,6
2750,"현대","중형차",14936,"오토","가솔린","쥐색","N",24,0
1175,"기아","중형차",99069,"오토","가솔린","청색","N",77,1
390,"기아","중형차",198210,"오토","LPG","은색","N",125,4
1580,"기아","중형차",114190,"오토","LPG","청색","N",44,1
660,"현대","중형차",135900,"오토","가솔린","은회색","N",144,2
850,"기아","중형차",130443,"오토","디젤","검정색","N",78,1
1250,"현대","중형차",67000,"오토","LPG","흰색","N",70,1
1430,"현대","중형차",113236,"오토","가솔린","진주색","N",56,1
950,"현대","중형차",123402,"오토","LPG","흰색","N",91,5
1290,"현대","중형차",137000,"오토","LPG","검정색","N",80,2
1199,"기아","중형차",158458,"오토","LPG","쥐색","N",47,1
1430,"현대","중형차",87339,"오토","LPG","흰색","N",55,5
1820,"현대","중형차",38481,"오토","가솔린","흰색","N",77,4
1080,"현대","중형차",119947,"오토","LPG","흰색","N",93,2
1360,"현대","중형차",85324,"오토","LPG","흰색","N",95,1
1490,"현대","중형차",99453,"오토","가솔린","쥐색","N",54,1
790,"기아","중형차",86325,"오토","LPG","흰색","Y",107,1
2320,"기아","중형차",32584,"오토","가솔린","청색","N",46,0
1660,"현대","중형차",86142,"오토","가솔린","검정투톤","N",46,1
350,"현대","중형차",143148,"오토","가솔린","은색","N",174,2
1350,"현대","중형차",92013,"오토","LPG","진주색","N",57,1
419,"현대","중형차",159616,"오토","가솔린","검정색","N",153,6
1349,"기아","중형차",99961,"오토","가솔린","흰색","N",92,6
1550,"현대","중형차",94691,"오토","가솔린","갈색","N",86,3
490,"기아","중형차",198309,"오토","LPG","흰색","N",134,7
929,"현대","중형차",138931,"오토","디젤","은색","N",76,4
1155,"현대","중형차",98989,"오토","LPG","흰색","N",66,1
1350,"현대","중형차",48349,"오토","가솔린","은색","Y",81,0
310,"현대","중형차",77868,"오토","가솔린","은색","N",192,1
599,"현대","중형차",195619,"오토","가솔린","흰색","N",116,3
980,"현대","중형차",21514,"오토","가솔린","검정색","Y",93,2
1200,"기아","중형차",101270,"오토","LPG","검정색","N",48,1
1559,"현대","중형차",67580,"오토","가솔린","흰색","N",61,4
1399,"현대","중형차",128960,"오토","가솔린","쥐색","N",54,1
690,"현대","중형차",124920,"오토","LPG","흰색","N",146,1
780,"현대","중형차",130309,"오토","가솔린","흰색","N",135,2
1380,"현대","중형차",94762,"오토","가솔린","검정색","N",53,1
1730,"현대","중형차",86930,"오토","디젤","흰색","N",52,1
1570,"기아","중형차",93969,"오토","LPG","흰색","N",48,2
1668,"기아","중형차",97855,"오토","가솔린","검정색","N",43,1
299,"현대","중형차",135562,"오토","LPG","은색","N",201,4
1750,"현대","중형차",20572,"오토","가솔린","흰색","N",53,1
270,"현대","중형차",220956,"오토","가솔린","명은색","Y",183,4
600,"현대","중형차",124165,"오토","가솔린","은색","N",142,2
1650,"기아","중형차",75721,"오토","가솔린","검정색","N",49,2
550,"현대","중형차",86917,"오토","가솔린","은회색","N",151,4
950,"기아","중형차",174794,"오토","가솔린","진주색","N",109,3
979,"현대","중형차",129038,"오토","LPG","은색","N",60,4
350,"현대","중형차",150128,"오토","가솔린","흰색","Y",161,1
590,"기아","중형차",178723,"오토","LPG","흰색","N",106,3
450,"현대","중형차",211386,"오토","LPG","쥐색","N",114,3
1680,"기아","중형차",57150,"오토","LPG","흰색","N",52,1
1640,"기아","중형차",71078,"오토","LPG","흰색","N",64,1
1790,"기아","중형차",64185,"오토","가솔린","검정색","Y",50,2
1680,"기아","중형차",72501,"오토","가솔린","청색","N",82,5
1090,"현대","중형차",135812,"오토","LPG","쥐색","N",62,1
2960,"기아","중형차",19856,"오토","가솔린","흰색","N",25,1
290,"현대","중형차",220540,"오토","LPG","은색","N",160,1
1199,"기아","중형차",117714,"오토","LPG","흰색","N",44,1
2580,"현대","중형차",16040,"오토","가솔린","쥐색","N",30,1
1060,"기아","중형차",138399,"오토","LPG","흰색","N",51,1
679,"기아","중형차",128232,"오토","가솔린","쥐색","N",130,1
599,"기아","중형차",179685,"오토","LPG","진주색","N",96,3
780,"기아","중형차",132167,"오토","가솔린","은색","N",145,3
2030,"기아","중형차",16734,"오토","가솔린","청색","N",41,3
2390,"현대","중형차",42000,"오토","가솔린","흰색","N",34,1
1490,"기아","중형차",4262,"오토","가솔린","검정색","Y",58,1
2370,"기아","중형차",41600,"오토","가솔린","검정색","N",40,0
1660,"기아","중형차",72513,"오토","가솔린","검정색","N",47,2
1170,"기아","중형차",110355,"오토","LPG","검정색","N",68,2
1670,"기아","중형차",83374,"오토","디젤","검정색","N",74,3
560,"현대","중형차",145950,"오토","가솔린","검정색","N",143,5
2100,"현대","중형차",38274,"오토","가솔린","흰색","N",42,1
770,"기아","중형차",167672,"오토","가솔린","흰색","N",91,8
1250,"기아","중형차",88551,"오토","LPG","쥐색","N",72,5
1140,"기아","중형차",88899,"오토","LPG","은색","N",62,1
1350,"기아","중형차",82222,"오토","디젤","흰색","N",78,0
1459,"현대","중형차",54559,"오토","가솔린","검정색","N",98,1
570,"현대","중형차",148742,"오토","LPG","흰색","Y",144,3
1449,"기아","중형차",85760,"오토","디젤","쥐색","N",56,1
2305,"현대","중형차",24393,"오토","가솔린","청색","N",37,1
250,"현대","중형차",146265,"오토","LPG","은색","Y",193,4
370,"현대","중형차",226821,"오토","LPG","은색","N",148,1
1520,"현대","중형차",94659,"오토","가솔린","검정색","N",42,1
580,"기아","중형차",120630,"오토","가솔린","은회색","N",136,7
1550,"현대","중형차",86889,"오토","가솔린","청색","N",54,1
1590,"기아","중형차",33878,"오토","디젤","청색","N",44,3
780,"기아","중형차",164413,"오토","LPG","검정색","N",114,6
630,"기아","중형차",112981,"오토","가솔린","은색","Y",92,3
550,"기아","중형차",132109,"오토","가솔린","쥐색","N",139,6
1675,"기아","중형차",36195,"오토","가솔린","흰색","N",76,2
1160,"현대","중형차",103594,"오토","가솔린","청색","N",99,8
390,"기아","중형차",183648,"오토","가솔린","검정색","Y",132,2
980,"기아","중형차",110966,"오토","LPG","흰색","N",88,2
480,"기아","중형차",160000,"오토","가솔린","은색","N",143,0
430,"현대","중형차",98477,"오토","LPG","은색","N",190,1
1990,"현대","중형차",16125,"오토","가솔린","갈색","N",41,1
2959,"기아","중형차",5974,"오토","가솔린","쥐색","N",15,2
830,"현대","중형차",132206,"오토","가솔린","흰색","N",83,2
740,"현대","중형차",175439,"오토","LPG","은색","N",87,1
1380,"현대","중형차",148601,"오토","가솔린","청색","N",73,2
1420,"현대","중형차",117713,"오토","LPG","흰색","N",96,3
930,"현대","중형차",214220,"오토","LPG","은색","N",56,1
520,"현대","중형차",125810,"오토","가솔린","흰색","N",150,4
730,"기아","중형차",150036,"오토","가솔린","은색","N",120,4
1170,"현대","중형차",120384,"오토","LPG","쥐색","N",41,3
1420,"현대","중형차",121932,"오토","가솔린","검정색","N",53,2
2100,"현대","중형차",9800,"오토","LPG","흰색","Y",35,1
220,"현대","중형차",111246,"오토","가솔린","은색","N",204,5
3100,"현대","중형차",2977,"오토","LPG","쥐색","N",14,0
1090,"현대","중형차",102480,"오토","LPG","흰색","N",70,1
1730,"기아","중형차",32544,"오토","가솔린","검정색","N",53,0
1330,"기아","중형차",99690,"오토","디젤","검정색","N",83,3
330,"현대","중형차",160292,"오토","LPG","은색","Y",167,1
940,"기아","중형차",158000,"오토","LPG","쥐색","N",81,2
1040,"기아","중형차",134767,"오토","디젤","청색","N",79,1
2119,"현대","중형차",21986,"오토","가솔린","빨간색","N",27,0
390,"현대","중형차",89365,"오토","가솔린","은색","N",198,3
1120,"현대","중형차",108989,"오토","LPG","흰색","N",65,2
320,"현대","중형차",134538,"오토","LPG","흰색","Y",170,7
2330,"기아","중형차",40535,"오토","가솔린","흰색","N",37,1
570,"기아","중형차",153000,"오토","가솔린","검정색","N",141,5
1240,"기아","중형차",73194,"오토","LPG","쥐색","N",49,1
560,"현대","중형차",188183,"오토","LPG","흰색","N",150,7
650,"기아","중형차",69566,"오토","가솔린","은색","N",141,1
499,"현대","중형차",189455,"오토","가솔린","검정색","N",114,6
980,"현대","중형차",150449,"오토","디젤","청색","N",79,4
1230,"현대","중형차",116696,"오토","LPG","흰색","N",61,1
849,"기아","중형차",96165,"오토","가솔린","흰색","N",135,1
3120,"기아","중형차",14431,"오토","가솔린","쥐색","N",16,1
1100,"기아","중형차",95203,"오토","LPG","검정색","N",72,4
590,"현대","중형차",119629,"오토","가솔린","흰색","N",147,1
730,"기아","중형차",163369,"오토","LPG","흰색","N",124,2
1165,"기아","중형차",76861,"오토","가솔린","흰색","N",94,2
1555,"기아","중형차",53267,"오토","가솔린","청색","N",75,3
479,"기아","중형차",129487,"오토","가솔린","흰색","Y",136,0
1099,"현대","중형차",154318,"오토","LPG","흰색","N",62,3
1490,"기아","중형차",66059,"오토","LPG","흰색","N",59,1
1150,"기아","중형차",78383,"오토","LPG","흰색","N",100,4
550,"현대","중형차",131592,"오토","가솔린","검정색","N",152,7
2540,"현대","중형차",79973,"오토","가솔린","쥐색","N",28,3
409,"현대","중형차",223884,"오토","가솔린","검정색","N",132,1
800,"기아","중형차",144366,"오토","디젤","검정색","N",73,5
1040,"현대","중형차",102376,"오토","LPG","흰색","N",38,3
1450,"기아","중형차",80638,"오토","디젤","흰색","N",80,4
1850,"기아","중형차",75660,"오토","가솔린","흰색","Y",39,1
1709,"기아","중형차",65221,"오토","디젤","쥐색","N",44,2
399,"현대","중형차",109765,"오토","가솔린","흰색","N",162,1
2799,"기아","중형차",34001,"오토","가솔린","청색","N",28,1
299,"현대","중형차",228412,"오토","LPG","흰색","N",171,3
740,"기아","중형차",144712,"오토","LPG","검정색","N",112,1
1080,"현대","중형차",103155,"오토","LPG","은색","N",49,2
590,"기아","중형차",129285,"오토","가솔린","검정색","N",118,9
1950,"현대","중형차",67062,"오토","LPG","흰색","N",39,1
1959,"현대","중형차",64732,"오토","LPG","흰색","N",39,1
2050,"현대","중형차",55470,"오토","LPG","흰색","N",39,1
780,"현대","중형차",98526,"오토","LPG","흰색","N",117,4
2030,"현대","중형차",33960,"오토","LPG","흰색","N",26,1
2980,"기아","중형차",12375,"오토","가솔린","쥐색","N",24,2
1370,"기아","중형차",66583,"오토","LPG","은색","N",78,3
400,"기아","중형차",280862,"오토","LPG","은색","N",101,1
1550,"기아","중형차",75674,"오토","디젤","흰색","N",79,5
1180,"기아","중형차",77501,"오토","가솔린","흰색","Y",74,4
750,"기아","중형차",158968,"오토","LPG","흰색","N",90,5
999,"현대","중형차",142908,"오토","디젤","흰색","N",82,3
1450,"기아","중형차",110737,"오토","LPG","흰색","N",60,1
1560,"기아","중형차",86107,"오토","가솔린","쥐색","N",54,1
1290,"현대","중형차",81684,"오토","디젤","은회색","N",82,1
1090,"현대","중형차",117771,"오토","LPG","검정색","N",93,1
570,"현대","중형차",148825,"오토","가솔린","은색","Y",148,5
1140,"현대","중형차",124000,"오토","LPG","흰색","N",41,0
1350,"기아","중형차",110384,"오토","디젤","흰색","N",76,5
1650,"현대","중형차",64169,"오토","가솔린","흰색","N",50,1
2880,"기아","중형차",19679,"오토","가솔린","흰색","N",30,1
910,"기아","중형차",117839,"오토","디젤","흰색","N",76,6
1530,"현대","중형차",93268,"오토","LPG","흰색","N",54,1
1670,"기아","중형차",40061,"오토","가솔린","흰색","N",54,1
1720,"기아","중형차",48065,"오토","LPG","검정색","N",51,1
930,"현대","중형차",168567,"오토","LPG","검정색","N",76,4
949,"현대","중형차",139000,"오토","LPG","흰색","N",80,1
1160,"현대","중형차",88686,"오토","가솔린","검정색","N",90,1
1400,"현대","중형차",75016,"오토","LPG","흰색","N",59,1
540,"현대","중형차",193600,"오토","LPG","검정색","N",111,4
590,"현대","중형차",124298,"오토","가솔린","검정색","N",152,1
399,"현대","중형차",169512,"오토","가솔린","검정색","N",151,5
980,"현대","중형차",145000,"오토","디젤","은회색","N",80,7
399,"기아","중형차",177655,"오토","LPG","은회색","N",125,4
1365,"현대","중형차",106970,"오토","LPG","검정색","N",52,1
1829,"현대","중형차",66354,"오토","가솔린","흰색","N",55,1
1590,"현대","중형차",39522,"오토","LPG","검정색","N",42,0
1430,"기아","중형차",87702,"오토","LPG","흰색","N",45,1
599,"현대","중형차",64752,"오토","가솔린","검정색","N",152,1
1320,"기아","중형차",75558,"오토","가솔린","검정색","N",87,5
649,"기아","중형차",97350,"오토","LPG","보라색","N",118,3
980,"기아","중형차",59098,"오토","가솔린","흰색","N",105,3
