"price";"date";"aptName";"dongName";"householdCnt";"floorAreaRate";"parkingLotCnt";"exclusiveArea";"floor"
"336";20.6;"2020-02-26";"LG개포자이";"개포동";212;250;502;134.3;7
"337";14.8;"2020-02-26";"삼성팰리스(71-16)";"삼성동";19;249;32;114.26;3
"338";26.1;"2020-02-26";"삼성센트럴아이파크";"삼성동";416;299;743;84.95;12
"339";28.57;"2020-02-26";"한보미도맨션1,2차";"대치동";2436;179;2906;126.33;11
"340";5.99;"2020-02-26";"테헤란로대우아이빌";"대치동";371;1096;180;65.24;20
"341";21.6;"2020-02-26";"한보미도맨션1,2차";"대치동";2436;179;2906;84.96;1
"342";26;"2020-02-26";"한양5차";"압구정동";343;192;172;115.24;5
"343";23;"2020-02-26";"도곡렉슬";"도곡동";3002;274;4443;84.9984;16
"344";20.6;"2020-02-27";"역삼푸르지오";"역삼동";738;283;753;84.9097;6
"345";2;"2020-02-27";"강남역이스턴(도시형)";"역삼동";98;687;31;14.92;14
"346";2;"2020-02-27";"강남역이스턴(도시형)";"역삼동";98;687;31;15.25;12
"347";23.7;"2020-02-27";"청담현대3차";"청담동";317;324;421;109.53;22
"348";23;"2020-02-27";"삼성포스코더샵";"삼성동";72;849;140;160.53;17
"349";29.8;"2020-02-27";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;13
"350";10.5;"2020-02-27";"강남데시앙파크";"세곡동";546;169;850;84.97;7
"351";8.98;"2020-02-27";"신동아";"수서동";1162;203;325;33.18;13
"352";15.7;"2020-02-28";"개포주공6단지";"개포동";1060;0;300;53.06;12
"353";15.7;"2020-02-28";"개포주공7단지";"개포동";900;0;400;53.06;12
"354";13.8;"2020-02-28";"청담현대3차";"청담동";317;324;421;59.95;13
"355";25.1;"2020-02-28";"대치쌍용1차";"대치동";630;169;670;128.03;4
"356";9.1;"2020-02-28";"쌍용";"논현동";111;333;105;59.91;3
"357";10.92;"2020-02-28";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.89;15
"358";17;"2020-02-28";"대림아크로빌";"도곡동";490;936;1662;130.545;16
"359";2.24;"2020-02-29";"진넥스빌2";"역삼동";56;545;43;23.85;10
"360";12.5;"2020-02-29";"대청";"개포동";822;0;700;49.86;14
"361";12.5;"2020-02-29";"대치2단지";"개포동";1758;174;1758;49.86;14
"362";17;"2020-02-29";"개포주공5단지";"개포동";940;151;912;61.19;10
"363";23.4;"2020-02-29";"대치삼성1차";"대치동";960;261;1259;97.35;5
"364";21.5;"2020-02-29";"은마";"대치동";4424;204;3021;84.43;11
"365";15.4;"2020-02-29";"삼성";"수서동";680;211;1020;84.97;7
"366";19.45;"2020-02-29";"도곡쌍용예가";"도곡동";384;298;418;112.13;5
"367";19;"2020-02-29";"래미안도곡카운티";"도곡동";397;261;510;59.98;17
"368";18.5;"2020-03-02";"연세2차";"청담동";13;399;16;125.64;13
"369";14.8;"2020-03-02";"청담범신칼릭스빌2차";"청담동";18;199;22;102.69;5
"370";7.15;"2020-03-02";"대성아트빌";"신사동";19;260;18;78.51;3
"371";20.9;"2020-03-02";"미성2차";"압구정동";911;0;1093;74.4;16
"372";3.75;"2020-03-02";"양재SK허브프리모";"도곡동";176;629;261;33.8;17
"373";12.4;"2020-03-03";"대청";"개포동";822;0;700;49.86;4
"374";12.4;"2020-03-03";"대치2단지";"개포동";1758;174;1758;49.86;4
"375";23.9;"2020-03-03";"청담자이";"청담동";708;266;905;82.952;14
"376";15.6;"2020-03-03";"래미안강남힐즈";"자곡동";1020;159;1554;101.94;9
"377";11.45;"2020-03-03";"까치마을";"수서동";1404;208;1410;49.5;11
"378";8.4;"2020-03-03";"신동아";"수서동";1162;203;325;33.18;2
"379";3.4;"2020-03-03";"현대비젼21";"도곡동";232;990;291;34.995;23
"380";24.9;"2020-03-04";"래미안그레이튼2차";"역삼동";464;266;626;121.54;33
"381";11.5;"2020-03-04";"까치마을";"수서동";1404;208;1410;49.5;14
"382";9.4;"2020-03-04";"신동아";"수서동";1162;203;325;39.51;13
"383";30.85;"2020-03-04";"타워팰리스1차";"도곡동";1297;919;3695;164.95;48
"384";26.5;"2020-03-04";"도곡렉슬";"도곡동";3002;274;4443;120.8233;20
"385";29.8;"2020-03-04";"타워팰리스3차";"도곡동";480;791;1785;163.567;51
"386";2.1;"2020-03-05";"대명벨리온(도시형)";"역삼동";71;248;24;17.684;3
"387";16.5;"2020-03-05";"대원칸타빌";"신사동";130;293;170;113.31;5
"388";15.7;"2020-03-05";"상록수";"일원동";740;109;962;74.54;1
"389";16;"2020-03-05";"삼성";"도곡동";231;139;208;73.41;8
"390";16;"2020-03-05";"도곡한신";"도곡동";421;212;0;84.74;1
"391";16.7;"2020-03-06";"역삼푸르지오";"역삼동";738;283;753;59.8848;21
"392";12.35;"2020-03-06";"대청";"개포동";822;0;700;49.86;10
"393";12.35;"2020-03-06";"대치2단지";"개포동";1758;174;1758;49.86;10
"394";16.5;"2020-03-06";"삼성SK뷰";"삼성동";41;236;67;84.88;7
"395";18.7;"2020-03-06";"삼성SK뷰";"삼성동";41;236;67;117.42;7
"396";8.3;"2020-03-07";"역삼우성빌라트";"역삼동";19;267;23;129.72;1
"397";24.3;"2020-03-07";"테헤란아이파크";"역삼동";411;255;589;92.6232;21
"398";12.5;"2020-03-07";"역삼월드메르디앙";"역삼동";93;232;119;81.76;7
"399";5.2;"2020-03-07";"지석천평대";"역삼동";14;293;14;59.77;7
"400";15.85;"2020-03-07";"개포주공6단지";"개포동";1060;0;300;53.06;11
"401";15.85;"2020-03-07";"개포주공7단지";"개포동";900;0;400;53.06;11
"402";9.8;"2020-03-07";"삼성지웰팰리스";"삼성동";16;748;17;84.32;14
"403";3.5;"2020-03-07";"대치대우아이빌멤버스4차";"대치동";134;634;134;36.566;8
"404";5.8;"2020-03-07";"월드쉐르빌";"논현동";15;243;14;68.86;2
"405";19.5;"2020-03-07";"미성2차";"압구정동";911;0;1093;74.4;11
"406";12.3;"2020-03-07";"강남LH1단지(e편한세상)";"세곡동";809;173;998;74.74;8
"407";19.9;"2020-03-07";"목련타운";"일원동";650;249;975;134.71;2
"408";13.1;"2020-03-07";"푸른마을";"일원동";930;249;930;59.76;10
"409";15.7;"2020-03-07";"푸른마을";"일원동";930;249;930;84.93;15
"410";8.9;"2020-03-07";"까치마을";"수서동";1404;208;1410;39.6;14
"411";14.1;"2020-03-07";"수서한아름";"수서동";498;249;996;97.63;1
"412";19.1;"2020-03-07";"삼익";"도곡동";247;177;272;153.71;6
"413";22.9;"2020-03-08";"도곡렉슬";"도곡동";3002;274;4443;84.9231;18
"414";3.9;"2020-03-09";"역삼한스빌";"역삼동";216;376;154;52.27;2
"415";3.28;"2020-03-09";"강남역우정에쉐르";"역삼동";52;536;39;26.68;13
"416";24.7;"2020-03-09";"경남";"개포동";678;174;816;149.21;5
"417";3.4;"2020-03-09";"선릉LG에클라트(A동)";"삼성동";125;341;88;36.16;5
"418";32.5;"2020-03-09";"동부센트레빌";"대치동";805;297;1824;121.74;4
"419";11.8;"2020-03-09";"논현프라임(192-3)";"논현동";19;255;34;134.28;6
"420";15;"2020-03-09";"푸른마을";"일원동";930;249;930;84.93;1
"421";11.65;"2020-03-09";"삼익";"수서동";645;224;650;60;9
"422";22.1;"2020-03-10";"테헤란아이파크";"역삼동";411;255;589;92.6232;1
"423";29.2;"2020-03-10";"아델하우스";"삼성동";14;199;47;206.1;3
"424";19.5;"2020-03-10";"은마";"대치동";4424;204;3021;76.79;2
"425";34;"2020-03-10";"한양5차";"압구정동";343;192;172;153.59;13
"426";48;"2020-03-10";"한양8차";"압구정동";90;195;108;210.1;12
"427";16;"2020-03-10";"상록수";"일원동";740;109;962;74.54;4
"428";11;"2020-03-10";"수서1-2단지";"일원동";720;177;529;59.94;14
"429";8.5;"2020-03-10";"삼익";"수서동";645;224;650;60;15
"430";15.5;"2020-03-10";"강남데시앙포레";"수서동";787;165;957;84.86;10
"431";13.8;"2020-03-10";"삼성";"도곡동";231;139;208;73.41;10
"432";16.6;"2020-03-10";"도곡지웰카운티";"도곡동";37;0;63;107.11;4
"433";23.2;"2020-03-10";"도곡렉슬";"도곡동";3002;274;4443;84.9231;3
"434";26.3;"2020-03-11";"래미안블레스티지";"개포동";1957;249;3153;84.94;15
"435";19;"2020-03-11";"건영";"청담동";240;397;418;84.595;5
"436";2.45;"2020-03-11";"청담스위트(도시형)";"청담동";124;199;57;13.425;6
"437";25.96;"2020-03-11";"선경1,2차";"대치동";1034;179;1661;84.35;3
"438";23.9;"2020-03-11";"도곡렉슬";"도곡동";3002;274;4443;84.9984;9
"439";20;"2020-03-12";"개포주공6단지";"개포동";1060;0;300;83.21;4
"440";20;"2020-03-12";"개포주공7단지";"개포동";900;0;400;83.21;4
"441";5.93;"2020-03-12";"청담휴먼스타빌";"청담동";191;1102;142;35.905;20
"442";15;"2020-03-12";"논현두산위브1단지";"논현동";130;226;174;84.993;2
"443";16.1;"2020-03-12";"래미안강남힐즈";"자곡동";1020;159;1554;101.95;4
"444";18;"2020-03-12";"샘터마을";"일원동";628;249;950;101.97;4
"445";10.85;"2020-03-12";"신동아";"수서동";1162;203;325;49.96;9
"446";12.5;"2020-03-12";"강남데시앙포레";"수서동";787;165;957;59.81;4
"447";23.75;"2020-03-12";"도곡삼성래미안";"도곡동";732;291;1122;122.81;24
"448";29.75;"2020-03-13";"현대1,2차";"압구정동";960;224;720;131.48;6
"449";23.95;"2020-03-13";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;108.88;2
"450";9.1;"2020-03-14";"대청";"개포동";822;0;700;33.18;7
"451";9.1;"2020-03-14";"대치2단지";"개포동";1758;174;1758;33.18;7
"452";14.99;"2020-03-14";"풍림1차";"삼성동";252;366;285;59.7;11
"453";29.5;"2020-03-14";"개포우성2차";"대치동";450;0;540;127.78;1
"454";35;"2020-03-14";"현대6,7차";"압구정동";1288;210;1120;144.2;9
"455";35;"2020-03-14";"현대65동(대림아크로빌)";"압구정동";56;240;89;144.2;9
"456";15.75;"2020-03-14";"삼성";"수서동";680;211;1020;84.97;14
"457";3.57;"2020-03-14";"현대비젼21";"도곡동";232;990;291;34.995;22
"458";2.8;"2020-03-14";"대우양재디오빌";"도곡동";155;882;123;25.89;4
"459";2.75;"2020-03-14";"대우양재디오빌";"도곡동";155;882;123;25.89;15
"460";20.5;"2020-03-16";"역삼e-편한세상";"역삼동";840;282;852;84.991;7
"461";30.5;"2020-03-16";"현대6,7차";"압구정동";1288;210;1120;157.36;1
"462";30.5;"2020-03-16";"현대65동(대림아크로빌)";"압구정동";56;240;89;157.36;1
"463";29.4;"2020-03-17";"타워팰리스2차";"도곡동";813;923;2376;163.28;25
"464";42.7;"2020-03-18";"아이파크삼성";"삼성동";449;296;1253;156.857;32
"465";8.5;"2020-03-18";"강남상가아파트";"신사동";94;387;0;103.44;4
"466";7.4;"2020-03-18";"쌍용";"논현동";111;333;105;84.87;11
"467";3.4;"2020-03-19";"역삼디오빌";"역삼동";457;966;338;30.03;11
"468";15.6;"2020-03-19";"역삼래미안";"역삼동";1050;276;1066;59.4;11
"469";29;"2020-03-19";"현대1,2차";"압구정동";960;224;720;131.48;3
"470";11.1;"2020-03-19";"강남LH1단지(e편한세상)";"세곡동";809;173;998;59.99;5
"471";6.2;"2020-03-20";"리더스";"개포동";10;259;11;84.16;6
"472";19;"2020-03-20";"청담삼성3차";"청담동";217;345;319;114.83;18
"473";3.35;"2020-03-20";"대치대우아이빌명문가";"대치동";210;637;210;33.06;8
"474";7.9;"2020-03-20";"토미";"신사동";13;249;16;80.83;5
"475";22;"2020-03-21";"대치삼성1차";"대치동";960;261;1259;97.35;20
"476";2.6;"2020-03-21";"대우양재디오빌";"도곡동";155;882;123;25.89;9
"477";10.225;"2020-03-23";"대청";"개포동";822;0;700;39.53;8
"478";10.225;"2020-03-23";"대치2단지";"개포동";1758;174;1758;39.53;8
"479";52;"2020-03-23";"청담어퍼하우스";"청담동";18;199;76;197.73;5
"480";34;"2020-03-23";"개포우성2차";"대치동";450;0;540;127.78;12
"481";11.9;"2020-03-23";"로데오현대";"신사동";138;308;124;84.96;7
"482";13.5;"2020-03-24";"우성리빙텔";"도곡동";39;853;52;120.21;9
"483";13.8;"2020-03-25";"대청";"개포동";822;0;700;60;14
"484";13.8;"2020-03-25";"대치2단지";"개포동";1758;174;1758;60;14
"485";32;"2020-03-25";"선경1,2차";"대치동";1034;179;1661;136.68;11
"486";19.33;"2020-03-25";"은마";"대치동";4424;204;3021;76.79;11
"487";13.8;"2020-03-25";"세영팔래스";"대치동";67;237;74;84.85;4
"488";3.7;"2020-03-25";"현대비젼21";"도곡동";232;990;291;32.65;17
"489";16.75;"2020-03-26";"개포주공6단지";"개포동";1060;0;300;73.02;12
"490";16.75;"2020-03-26";"개포주공7단지";"개포동";900;0;400;73.02;12
"491";16.2;"2020-03-27";"역삼e-편한세상";"역삼동";840;282;852;59.606;5
"492";14.1;"2020-03-27";"서광";"삼성동";304;366;304;59.67;10
"493";30.5;"2020-03-27";"개포우성2차";"대치동";450;0;540;127.78;5
"494";3.775;"2020-03-27";"마일스디오빌";"논현동";260;599;200;36.29;7
"495";11;"2020-03-28";"강남데시앙파크";"세곡동";546;169;850;84.97;10
"496";8.5;"2020-03-30";"대청";"개포동";822;0;700;33.18;9
"497";8.5;"2020-03-30";"대치2단지";"개포동";1758;174;1758;33.18;9
"498";31.9;"2020-03-30";"동부센트레빌";"대치동";805;297;1824;145.83;4
"499";6;"2020-03-30";"힐타워";"논현동";16;299;25;125.73;1
"500";12.8;"2020-03-30";"우성리빙텔";"도곡동";39;853;52;120.21;9
"501";13.5;"2020-03-31";"우성리빙텔";"도곡동";39;853;52;119.25;20
"502";14.8;"2020-04-01";"역삼래미안";"역삼동";1050;276;1066;59.4;21
"503";2.2;"2020-04-01";"대명벨리온(도시형)";"역삼동";71;248;24;17.684;3
"504";7;"2020-04-01";"선릉LG에클라트(B동)";"삼성동";293;700;161;56.68;13
"505";4;"2020-04-01";"거평프리젠";"논현동";113;332;72;42.395;5
"506";8;"2020-04-01";"신동아";"수서동";1162;203;325;33.18;6
"507";12.75;"2020-04-01";"강남데시앙포레";"수서동";787;165;957;59.74;2
"508";9.5;"2020-04-02";"루덴하우스";"신사동";19;222;21;84.44;2
"509";44.785;"2020-04-02";"현대1,2차";"압구정동";960;224;720;196.21;11
"510";24.6;"2020-04-02";"도곡렉슬";"도곡동";3002;274;4443;119.8906;15
"511";50.5;"2020-04-02";"로덴하우스이스트빌리지";"도곡동";33;249;124;244.86;19
"512";35.5;"2020-04-02";"로덴하우스이스트빌리지";"도곡동";33;249;124;243.36;15
"513";27.5;"2020-04-03";"래미안삼성2차";"삼성동";275;273;533;134.81;4
"514";34.5;"2020-04-03";"동부센트레빌";"대치동";805;297;1824;145.83;20
"515";16.1;"2020-04-04";"역삼e-편한세상";"역삼동";840;282;852;59.606;3
"516";10.35;"2020-04-04";"대청";"개포동";822;0;700;39.53;3
"517";10.35;"2020-04-04";"대치2단지";"개포동";1758;174;1758;39.53;3
"518";17.5;"2020-04-04";"청담자이";"청담동";708;266;905;49.639;23
"519";7.4;"2020-04-04";"삼성우정에쉐르II";"삼성동";60;548;56;59.64;8
"520";36;"2020-04-04";"현대1,2차";"압구정동";960;224;720;160.51;12
"521";13.2;"2020-04-04";"개포현대4차";"일원동";142;199;99;73;2
"522";27.5;"2020-04-04";"강남더샵포레스트";"수서동";400;199;840;146.7139;1
"523";13.5;"2020-04-05";"대치현대";"대치동";630;341;711;59.82;4
"524";19.5;"2020-04-06";"은마";"대치동";4424;204;3021;84.43;8
"525";9.4;"2020-04-06";"수서1-2단지";"일원동";720;177;529;51.76;15
"526";14.3;"2020-04-06";"한솔마을";"일원동";570;108;1140;63.76;3
"527";3.5;"2020-04-07";"호산프라자";"삼성동";41;329;0;29.4;8
"528";21.2;"2020-04-07";"대치현대";"대치동";630;341;711;101.6;16
"529";20;"2020-04-07";"현대3차";"압구정동";432;0;864;82.5;2
"530";31.8;"2020-04-07";"도곡렉슬";"도곡동";3002;274;4443;134.9023;14
"531";21.5;"2020-04-08";"은마";"대치동";4424;204;3021;84.43;9
"532";27.5;"2020-04-08";"한보미도맨션1,2차";"대치동";2436;179;2906;126.33;12
"533";18.4;"2020-04-08";"은마";"대치동";4424;204;3021;76.79;7
"534";27.3;"2020-04-09";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;3
"535";3.25;"2020-04-09";"대치대우아이빌명문가";"대치동";210;637;210;34.2;11
"536";17.5;"2020-04-09";"목련타운";"일원동";650;249;975;99.79;13
"537";20;"2020-04-10";"현대3차";"압구정동";432;0;864;82.5;1
"538";13;"2020-04-10";"삼익";"수서동";645;224;650;84.48;1
"539";21.5;"2020-04-10";"역삼럭키";"도곡동";1094;248;1077;124.66;12
"540";15;"2020-04-11";"역삼e-편한세상";"역삼동";840;282;852;59.606;7
"541";33.1;"2020-04-11";"동부센트레빌";"대치동";805;297;1824;145.83;6
"542";17.3;"2020-04-11";"목련타운";"일원동";650;249;975;99.79;13
"543";22;"2020-04-11";"도곡렉슬";"도곡동";3002;274;4443;84.9231;14
"544";24.3;"2020-04-11";"도곡렉슬";"도곡동";3002;274;4443;120.8233;3
"545";34.2;"2020-04-13";"청담동양파라곤";"청담동";92;225;301;197.4675;11
"546";2.5;"2020-04-13";"선릉역대우아이빌5차";"대치동";150;694;154;25.42;15
"547";30;"2020-04-13";"동부센트레빌";"대치동";805;297;1824;121.74;11
"548";25;"2020-04-13";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;111.38;2
"549";35;"2020-04-13";"신현대(현대9,11,12차)";"압구정동";1924;0;2800;152.28;6
"550";30;"2020-04-13";"타워팰리스1차";"도곡동";1297;919;3695;164.97;35
"551";16.5;"2020-04-13";"도곡아이파크1차";"도곡동";321;295;548;84.122;12
"552";31;"2020-04-13";"타워팰리스1차";"도곡동";1297;919;3695;174.67;19
"553";18;"2020-04-14";"래미안블레스티지";"개포동";1957;249;3153;59.967;10
"554";16.7;"2020-04-14";"한신오페라하우스2차";"청담동";42;242;83;120.22;3
"555";18.93;"2020-04-14";"은마";"대치동";4424;204;3021;84.43;4
"556";27.2;"2020-04-14";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;4
"557";4.55;"2020-04-14";"금광아크존";"신사동";39;279;47;45.35;2
"558";27.3;"2020-04-15";"한보미도맨션1,2차";"대치동";2436;179;2906;126.33;4
"559";24.8;"2020-04-15";"도곡렉슬";"도곡동";3002;274;4443;119.8906;24
"560";22.3;"2020-04-16";"개나리푸르지오";"역삼동";332;275;552;84.9876;13
"561";8.75;"2020-04-16";"선릉LG에클라트(B동)";"삼성동";293;700;161;59.33;14
"562";42;"2020-04-16";"대치상지리츠빌카일룸";"대치동";15;249;42;178.17;2
"563";19.9;"2020-04-16";"현대3차";"압구정동";432;0;864;82.5;4
"564";8.7;"2020-04-16";"까치마을";"수서동";1404;208;1410;39.6;5
"565";21.6;"2020-04-16";"대림아크로빌";"도곡동";490;936;1662;172.464;17
"566";20;"2020-04-17";"역삼푸르지오";"역삼동";738;283;753;84.9097;3
"567";25;"2020-04-17";"개나리래미안";"역삼동";438;273;788;144.98;16
"568";17.5;"2020-04-17";"개포주공5단지";"개포동";940;151;912;74.25;5
"569";18.5;"2020-04-17";"현대한강";"청담동";18;290;0;136.26;3
"570";27.4;"2020-04-17";"연세힐하우스I";"청담동";18;304;40;177.58;6
"571";19.2;"2020-04-17";"은마";"대치동";4424;204;3021;84.43;11
"572";28.5;"2020-04-17";"한보미도맨션1,2차";"대치동";2436;179;2906;128.01;14
"573";11.6;"2020-04-17";"논현월드메르디앙";"논현동";82;236;107;84.9954;7
"574";23.5;"2020-04-17";"대림아크로빌";"도곡동";490;936;1662;177.255;31
"575";15.3;"2020-04-18";"역삼래미안";"역삼동";1050;276;1066;59.4;15
"576";41;"2020-04-18";"아이파크삼성";"삼성동";449;296;1253;156.857;38
"577";7.5;"2020-04-18";"테헤란로대우아이빌";"대치동";371;1096;180;59.83;14
"578";12.3;"2020-04-18";"로데오현대";"신사동";138;308;124;84.96;4
"579";15.7;"2020-04-18";"아크로힐스논현";"논현동";368;299;645;84.208;1
"580";24.5;"2020-04-18";"현대5차";"압구정동";224;170;448;82.23;5
"581";26;"2020-04-18";"현대13차";"압구정동";234;150;201;108.47;11
"582";13.4;"2020-04-18";"강남LH1단지(e편한세상)";"세곡동";809;173;998;84.83;14
"583";7.7;"2020-04-18";"까치마을";"수서동";1404;208;1410;34.44;15
"584";15.3;"2020-04-18";"대림아크로빌";"도곡동";490;936;1662;117.318;3
"585";24;"2020-04-19";"타워팰리스3차";"도곡동";480;791;1785;141.648;27
"586";20.8;"2020-04-20";"개나리래미안";"역삼동";438;273;788;84.93;7
"587";10.15;"2020-04-20";"대청";"개포동";822;0;700;39.53;15
"588";10.15;"2020-04-20";"대치2단지";"개포동";1758;174;1758;39.53;15
"589";20;"2020-04-20";"현대3차";"압구정동";432;0;864;82.5;6
"590";19.5;"2020-04-20";"현대3차";"압구정동";432;0;864;82.5;2
"591";16.35;"2020-04-21";"역삼e-편한세상";"역삼동";840;282;852;59.606;14
"592";11.3;"2020-04-21";"쌍용플래티넘밸류";"역삼동";166;640;166;84.97;14
"593";14.35;"2020-04-21";"미켈란147";"삼성동";67;943;66;84.86;20
"594";31.3;"2020-04-21";"한보미도맨션1,2차";"대치동";2436;179;2906;161.36;3
